pid	track	assay	arm	level	usable	depth_reads	depth_log2	read_length	run_type_pe	dedup_on	mapq_thresh	has_control	control_fraction	ratio_k	ctl_identity	control_reads	control_depth_log2	extsize_k	fraglen_bp	src_depth	src_read_length	src_run_type	src_dedup	src_mapq	src_control_fraction	src_ratio_k	src_ctl_identity	src_control_depth	src_extsize_k	src_fraglen
C40M17__ctldepth__q0.25	C40M17	H3K27me3	ctldepth	q0.25	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	37575647	25.163294609754516	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__ctldepth__q0.5	C40M17	H3K27me3	ctldepth	q0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	75151295	26.16329462895172	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__ctlid__none	C40M17	H3K27me3	ctlid	none	1	30000000	24.838459164932694	101	0	1	30	0	0.0	0.0	none	0	0.0	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__ctlid__other	C40M17	H3K27me3	ctlid	other	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	other	160028104	27.253750051342394	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__dedup__off	C40M17	H3K27me3	dedup	off	1	30000000	24.838459164932694	101	0	0	30	1	0.0	1.0	matched	198711237	27.566098217523365	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	manifest:knob_value (chip.no_dup_removal)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__depth__15M	C40M17	H3K27me3	depth	15M	1	15000000	23.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__depth__3.75M	C40M17	H3K27me3	depth	3.75M	1	3750000	21.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__depth__7.5M	C40M17	H3K27me3	depth	7.5M	1	7500000	22.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__extsize__k0.5	C40M17	H3K27me3	extsize	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	0.5	100	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C40M17__extsize__k2	C40M17	H3K27me3	extsize	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	2.0	400	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C40M17__mapq__0	C40M17	H3K27me3	mapq	0	1	30000000	24.838459164932694	101	0	1	0	1	0.0	1.0	matched	166029902	27.306867853575728	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__mapq__10	C40M17	H3K27me3	mapq	10	1	30000000	24.838459164932694	101	0	1	10	1	0.0	1.0	matched	154139384	27.199660289621136	1.0	190	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__pe__pe	C40M17	H3K27me3	pe	pe	1	30000000	24.838459164932694	101	1	1	30	1	0.0	1.0	matched	147152806	27.1327398118338	1.0	205	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__ratio__k0.5	C40M17	H3K27me3	ratio	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	0.5	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M17__ratio__k2	C40M17	H3K27me3	ratio	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	2.0	matched	150302589	27.16329461935312	1.0	200	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__abproxy__f0.5	C40M18	H3K36me3	abproxy	f0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.5	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__abproxy__f0.9	C40M18	H3K36me3	abproxy	f0.9	1	30000000	24.838459164932694	101	0	1	30	1	0.9	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	manifest:knob_value (control_read_fraction)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__base__base	C40M18	H3K36me3	base	base	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__crop__36	C40M18	H3K36me3	crop	36	1	30000000	24.838459164932694	36	0	1	30	1	0.0	1.0	matched	135103967	27.00949479562188	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__crop__50	C40M18	H3K36me3	crop	50	1	30000000	24.838459164932694	50	0	1	30	1	0.0	1.0	matched	143955152	27.101044181427433	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ctldepth__q0.25	C40M18	H3K36me3	ctldepth	q0.25	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	37575647	25.163294609754516	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ctldepth__q0.5	C40M18	H3K36me3	ctldepth	q0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	75151295	26.16329462895172	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ctlid__none	C40M18	H3K36me3	ctlid	none	1	30000000	24.838459164932694	101	0	1	30	0	0.0	0.0	none	0	0.0	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	none: no control	none: no control	none: no control	none: no control	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ctlid__other	C40M18	H3K36me3	ctlid	other	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	other	160028104	27.253750051342394	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__dedup__off	C40M18	H3K36me3	dedup	off	1	30000000	24.838459164932694	101	0	0	30	1	0.0	1.0	matched	198711237	27.566098217523365	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	manifest:knob_value (chip.no_dup_removal)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__depth__15M	C40M18	H3K36me3	depth	15M	1	15000000	23.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__depth__3.75M	C40M18	H3K36me3	depth	3.75M	1	3750000	21.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__depth__7.5M	C40M18	H3K36me3	depth	7.5M	1	7500000	22.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__extsize__k0.5	C40M18	H3K36me3	extsize	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	0.5	105	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C40M18__extsize__k2	C40M18	H3K36me3	extsize	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	1.0	matched	150302589	27.16329461935312	2.0	420	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	manifest:level (fraglen = k x base fraglen)	manifest:fraglen
C40M18__mapq__0	C40M18	H3K36me3	mapq	0	1	30000000	24.838459164932694	101	0	1	0	1	0.0	1.0	matched	166029902	27.306867853575728	1.0	220	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__mapq__10	C40M18	H3K36me3	mapq	10	1	30000000	24.838459164932694	101	0	1	10	1	0.0	1.0	matched	154139384	27.199660289621136	1.0	240	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	manifest:knob_value (chip.mapq_thresh)	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__pe__pe	C40M18	H3K36me3	pe	pe	1	30000000	24.838459164932694	101	1	1	30	1	0.0	1.0	matched	147152806	27.1327398118338	1.0	180	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k = 1 is MACS2's own scaling)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ratio__k0.5	C40M18	H3K36me3	ratio	k0.5	1	30000000	24.838459164932694	101	0	1	30	1	0.0	0.5	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
C40M18__ratio__k2	C40M18	H3K36me3	ratio	k2	1	30000000	24.838459164932694	101	0	1	30	1	0.0	2.0	matched	150302589	27.16329461935312	1.0	210	manifest:depth	manifest:read_length	manifest:run_type	chip.wdl v2.2.2 default L178 no_dup_removal = false (picard)	chip.wdl v2.2.2 default L179 mapq_thresh = 30	tools/t112/arms.py:abproxy_n_ctl (off this arm no control read is mixed in)	tools/t112/bam_arm.py:ratio_for (k from manifest:level)	covariates.json:control.source	covariates.json:control.reads	tools/t112/arms.py:knob_value (k = 1: the base fraglen)	manifest:fraglen
